name,score,title,place,date,verified purch,text,upvotes 
Roberto Benavides Valido,5.0 out of 5 stars,Veryyyy gooooooooddd,the United States ,March 2 2019,Verified Purchase,  Nueva de paqueteeeeeee,One person found this helpful
daniel Ramirez,5.0 out of 5 stars,Works excellent 10/10,the United States ,July 17 2019,Verified Purchase,  It’s such a beauty.,0 people found this helpful
Shadowfurychaos,5.0 out of 5 stars,"Perfect, works amazing",the United States ,February 18 2019,Verified Purchase,  It works well and all functionalities are on point.,0 people found this helpful
Ashley Patterson,5.0 out of 5 stars,Love it amazing,the United States ,April 24 2020,Verified Purchase,  Love it,0 people found this helpful
Philip bb,4.0 out of 5 stars,Works great,the United States ,March 11 2019,Verified Purchase,  Works great. No problems,0 people found this helpful
Divine Swift ,5.0 out of 5 stars,Great console,the United States ,July 9 2019,Verified Purchase,  No glitches great graphics and some of the best games ever,0 people found this helpful
Reek702,5.0 out of 5 stars,Good business,the United States ,September 10 2019,Verified Purchase,  Great,0 people found this helpful
Amazon Customer,5.0 out of 5 stars,Good,the United States ,October 17 2019,Verified Purchase,  Good,0 people found this helpful
ruth odneal,5.0 out of 5 stars,Fast delivery,the United States ,March 12 2019,Verified Purchase,  It is so good,0 people found this helpful
Lisa Caldwell,5.0 out of 5 stars,Perfect!,the United States ,October 22 2018,Verified Purchase,  I LOVE IT!! Thank you so much!,0 people found this helpful
freda,4.0 out of 5 stars,Arrived on time,the United States ,April 15 2019,Verified Purchase,  My son loved it..,0 people found this helpful
Jacob Crowe,5.0 out of 5 stars,Came as expected,the United States ,May 9 2019,Verified Purchase,  Works great,0 people found this helpful
Kyrei knox,2.0 out of 5 stars,Yall number next time yall mess up a order,the United States ,June 7 2019,Verified Purchase,  I didn't like the fact that I got a controller and it doesn't work what so ever,0 people found this helpful
Trent,5.0 out of 5 stars,It’s nice,the United States ,July 11 2019,Verified Purchase,  It’s nice,0 people found this helpful
Dev,5.0 out of 5 stars,xbox one s,the United States ,October 7 2019,Verified Purchase,  shipped on time and works great thanks,0 people found this helpful
Eric.,5.0 out of 5 stars,Great,the United States ,July 16 2019,Verified Purchase,  Good,0 people found this helpful
Tokyo andy,5.0 out of 5 stars,XBOX,the United States ,December 12 2018,Verified Purchase,"  Excellent choice - robust: fast delivery, really happy",0 people found this helpful
Kathy Hooper,5.0 out of 5 stars,Sick game,the United States ,May 24 2020,Verified Purchase,  It was awessome.,0 people found this helpful
David Lemley,5.0 out of 5 stars,Is good,the United States ,February 17 2019,Verified Purchase,  Is good,0 people found this helpful
Robin Birmingham,5.0 out of 5 stars,Works great,the United States ,January 21 2019,Verified Purchase,  It worked great right out of the box.,0 people found this helpful
Noah,5.0 out of 5 stars,It comes just like it would if you bought it at astore brand new.,the United States ,September 6 2018,Verified Purchase,  I liked the price given the ain't of memory it has.,0 people found this helpful
Cody Magill,5.0 out of 5 stars,Great,the United States ,December 10 2018,Verified Purchase,  Great product,0 people found this helpful
Tommy Byrne,5.0 out of 5 stars,perfect,the United States ,September 28 2018,Verified Purchase,  Got exactly what I wanted at a great price,0 people found this helpful
Jason Allen Penn,5.0 out of 5 stars,Idk,the United States ,February 14 2020,Verified Purchase,  Works,0 people found this helpful
Dakota Lee,5.0 out of 5 stars,Amazing Seller,the United States ,September 11 2018,Verified Purchase,  This seller was amazing and so is the console,0 people found this helpful
Sunnie,5.0 out of 5 stars,Has cortana,the United States ,October 28 2018,Verified Purchase,  Yes it is awesome and I love it,0 people found this helpful
Sherrod,5.0 out of 5 stars,came on time and has been great,the United States ,April 1 2019,Verified Purchase,  i love if,0 people found this helpful
M. Trager,3.0 out of 5 stars,Controller,the United States ,March 2 2019,Verified Purchase,  There is no issues with the console. The X button on the controller sticks and not working correctly.,0 people found this helpful
Noahdiah,5.0 out of 5 stars,Good,the United States ,October 16 2018,Verified Purchase,  Decent upgrade from the previous version.,0 people found this helpful
Chad,3.0 out of 5 stars,Good most of the time,the United States ,November 21 2017,Verified Purchase,"  Works fine most of the time, a little buggy though",7 people found this helpful
dandre,5.0 out of 5 stars,Good,the United States ,December 16 2018,Verified Purchase,  as expected,0 people found this helpful
Amazon Customer,1.0 out of 5 stars,This review it is not a reflection of my transaction ...,the United States ,December 3 2017,Verified Purchase,"  This review it is not a reflection of my transaction with Amazon, instead the product it self. To the point,  it is freaking slow it freezes in every step of the process, I’m 4 hrs in to the process and it looks far from over. I can’t update the controls because the console is so slow that the controls shut off before the update starts. This is how slow it is. In case you wonder if my internet had anything to do well I try to keep my kids at bay for an hour and a half, right then I cuento keep up any more and  I start the installation in a brand new Nintendo switch that just tuck me  30-45 min to finish.",13 people found this helpful
Marcus Heard,5.0 out of 5 stars,Make sure you set aside some free time lol,the United States ,October 13 2018,Verified Purchase,  Love everything about it!,0 people found this helpful
Vicky Jorgensen,5.0 out of 5 stars,Thanks,the United States ,July 24 2019,Verified Purchase,"  Great prices, fast shipping.",0 people found this helpful
Jaycie,5.0 out of 5 stars,Cheap price for a brand new console.,the United States ,June 7 2019,Verified Purchase,  Product was brand new and unopened.  Everything works fine!,0 people found this helpful
Randy,5.0 out of 5 stars,Must buy,the United States ,April 21 2019,Verified Purchase,  Love it,0 people found this helpful
Doreen Murphy,1.0 out of 5 stars,Xbox is unresponsive,the United States ,August 10 2019,Verified Purchase,  The Xbox did not turn on.,0 people found this helpful
Luke Lanigan,4.0 out of 5 stars,Works perfectly,the United States ,August 18 2018,Verified Purchase,  Everything was perfect except the packaging,0 people found this helpful
Kevin Calderon,5.0 out of 5 stars,10/10,the United States ,October 28 2018,Verified Purchase,  Love it,0 people found this helpful
David Corbine,5.0 out of 5 stars,Great Product,the United States ,August 13 2018,Verified Purchase,"  Works great, having a blast!",0 people found this helpful
Mauricio,5.0 out of 5 stars,Ok,the United States ,October 11 2018,Verified Purchase,  Excelente!!,0 people found this helpful
Jarrod,5.0 out of 5 stars,Worth if you are broke,the United States ,June 6 2019,Verified Purchase,  Great value for a great price,0 people found this helpful
nikki,4.0 out of 5 stars,It's what it was said great system,the United States ,July 6 2019,Verified Purchase,  Great,0 people found this helpful
Lindsay hicks,1.0 out of 5 stars,Defective product,the United States ,July 11 2019,Verified Purchase,  Console wouldn't even turn on.,0 people found this helpful
Gabe,5.0 out of 5 stars,It’s great,the United States ,February 22 2019,Verified Purchase,  It works good,0 people found this helpful
TJ Miles,5.0 out of 5 stars,"Before you get too excited to play it, there is a long update that will calm your excitement",the United States ,June 8 2018,Verified Purchase,"  So far, the system is working great and the controller is working and everything was neatly packaged besides the sticky tabs hat you cut open(there were two that were already cut).",4 people found this helpful
Maria Escamilla,4.0 out of 5 stars,Pleased with purchase,the United States ,May 12 2018,Verified Purchase,  Came really quick through free one day shipping. Pleased with purchase. However didn't come with xbox live free trials. Other than that really good.,4 people found this helpful
MistyDawnG06,1.0 out of 5 stars,This console was awful all around. Froze up all ...,the United States ,January 17 2018,Verified Purchase,  This console was awful all around. Froze up all the time. Wouldn't find my saved games that were on the external hard drive. Console was returned!,9 people found this helpful
timbck2,5.0 out of 5 stars,Five Stars,the United States ,July 4 2018,Verified Purchase,"  Works great, got at a great price!",2 people found this helpful
David White,1.0 out of 5 stars,Defective,the United States ,August 9 2018,Verified Purchase,"  Xbox seems to work fine, but the remote doesnt. It constantly disconnects and despite it showing connected, the buttons seem to have no effect on the console at times. I connected the xbox to an old remote and it works fine. Will update review once issue is remedied.",2 people found this helpful
Tehc ,4.0 out of 5 stars,4 star console,the United States ,September 11 2018,Verified Purchase,"  Decent enough. CAN NOT USE WITHOUT INTERNET UNTIL INITIAL SETUP IS COMPLETE. Clean, feels better built compared to original , actual buttons which is a plus. Shipping was a nightmare,  not related to the 'review' , but UPS,  get yo shiz together",0 people found this helpful
Justin,1.0 out of 5 stars,Sucks,the United States ,July 1 2018,Verified Purchase,"  Came damaged, fan makes loud noise",4 people found this helpful
Amazon Customer,5.0 out of 5 stars,Five Stars,the United States ,February 21 2018,Verified Purchase,  My son love it...,2 people found this helpful
brian delaney,3.0 out of 5 stars,"its an okay product for the device it is,",the United States ,April 2 2018,Verified Purchase,"  its  an okay product for the device it is, rather much have a smaller controller although",3 people found this helpful
